company_id,company_name,company_size,industry,industry_ai_adoption_stage
620,Future Systems,Medium,Retail,Growing
621,Future Analytics,Enterprise,Manufacturing,Growing
622,Prime Systems,Large,Tech,Emerging
623,NextGen Solutions,Startup,Retail,Emerging
624,NextGen Analytics,Large,Manufacturing,Growing
625,Global Solutions,Startup,Finance,Emerging
626,Future Systems,Enterprise,Government,Growing
627,Future Systems,Enterprise,Tech,Mature
628,NextGen Technologies,Startup,Tech,Emerging
629,Prime Systems,Enterprise,Healthcare,Growing
630,NextGen Solutions,Large,Tech,Mature
631,Future Systems,Enterprise,Energy,Growing
632,Prime Analytics,Enterprise,Manufacturing,Growing
633,Prime Systems,Medium,Education,Emerging
634,Global Systems,Startup,Retail,Growing
635,Global Systems,Large,Government,Emerging
636,Future Technologies,Startup,Finance,Emerging
637,Prime Analytics,Enterprise,Agriculture,Growing
638,NextGen Systems,Large,Healthcare,Emerging
639,Prime Technologies,Small,Education,Growing
640,Future Technologies,Startup,Tech,Growing
641,NextGen Technologies,Large,Agriculture,Emerging
642,Prime Analytics,Large,Agriculture,Emerging
643,Prime Solutions,Medium,Agriculture,Growing
644,Future Analytics,Startup,Education,Emerging
645,Future Systems,Large,Tech,Emerging
646,Prime Technologies,Small,Agriculture,Growing
647,Global Systems,Medium,Finance,Mature
648,Prime Solutions,Startup,Healthcare,Growing
649,NextGen Systems,Medium,Agriculture,Emerging
650,Global Systems,Large,Healthcare,Emerging
651,NextGen Technologies,Startup,Finance,Mature
652,Future Systems,Medium,Education,Growing
653,Prime Analytics,Small,Retail,Growing
654,Global Technologies,Medium,Agriculture,Emerging
655,Future Analytics,Startup,Retail,Growing
656,Global Technologies,Large,Healthcare,Emerging
657,Prime Systems,Medium,Education,Growing
658,Future Systems,Small,Tech,Growing
659,Global Solutions,Small,Healthcare,Emerging
660,NextGen Systems,Enterprise,Retail,Growing
661,Global Systems,Enterprise,Healthcare,Growing
662,Global Solutions,Small,Agriculture,Growing
663,NextGen Technologies,Startup,Healthcare,Emerging
664,Future Technologies,Medium,Energy,Emerging
665,Global Technologies,Large,Finance,Emerging
666,NextGen Technologies,Startup,Retail,Growing
667,Future Analytics,Small,Education,Growing
668,Future Technologies,Large,Government,Growing
669,Future Systems,Small,Manufacturing,Emerging
670,Global Systems,Large,Tech,Emerging
671,Prime Solutions,Large,Agriculture,Growing
672,NextGen Technologies,Medium,Tech,Emerging
673,Global Technologies,Large,Education,Emerging
674,NextGen Technologies,Small,Retail,Growing
675,Prime Systems,Large,Education,Emerging
676,NextGen Systems,Startup,Government,Emerging
677,Prime Technologies,Large,Tech,Mature
678,Global Analytics,Startup,Finance,Growing
679,NextGen Systems,Small,Manufacturing,Emerging
680,NextGen Technologies,Startup,Energy,Growing
681,Future Technologies,Small,Retail,Growing
682,Future Solutions,Startup,Retail,Growing
683,NextGen Solutions,Startup,Manufacturing,Growing
684,Future Systems,Large,Manufacturing,Growing
685,Prime Systems,Medium,Tech,Emerging
686,NextGen Technologies,Small,Agriculture,Emerging
687,Future Solutions,Large,Energy,Emerging
688,NextGen Systems,Medium,Agriculture,Growing
689,Prime Solutions,Medium,Tech,Growing
690,NextGen Solutions,Startup,Healthcare,Emerging
691,Global Analytics,Medium,Healthcare,Growing
692,Global Technologies,Enterprise,Manufacturing,Emerging
693,Future Technologies,Large,Energy,Emerging
694,Global Solutions,Startup,Agriculture,Growing
695,Prime Analytics,Large,Education,Growing
696,NextGen Technologies,Small,Finance,Emerging
697,Global Systems,Enterprise,Retail,Emerging
698,Global Solutions,Startup,Healthcare,Growing
699,Global Technologies,Enterprise,Government,Emerging
700,Prime Technologies,Startup,Healthcare,Emerging
701,Global Systems,Small,Agriculture,Growing
702,Prime Technologies,Large,Education,Emerging
703,NextGen Solutions,Small,Agriculture,Emerging
704,Prime Analytics,Small,Agriculture,Growing
705,Prime Systems,Enterprise,Manufacturing,Emerging
706,Future Solutions,Large,Finance,Growing
707,Prime Analytics,Small,Retail,Emerging
708,Prime Solutions,Startup,Education,Emerging
709,Global Technologies,Medium,Energy,Growing
710,Future Systems,Medium,Finance,Growing
711,Global Technologies,Large,Education,Growing
712,Global Solutions,Large,Healthcare,Growing
713,Prime Systems,Startup,Retail,Growing
714,NextGen Systems,Enterprise,Government,Growing
715,Prime Technologies,Small,Tech,Growing
716,NextGen Analytics,Large,Finance,Emerging
717,NextGen Solutions,Enterprise,Healthcare,Growing
718,Future Solutions,Small,Government,Emerging
719,NextGen Solutions,Startup,Tech,Emerging
720,Prime Solutions,Enterprise,Tech,Mature
721,NextGen Solutions,Enterprise,Finance,Mature
722,Future Solutions,Enterprise,Education,Emerging
723,Future Analytics,Enterprise,Retail,Emerging
724,NextGen Systems,Medium,Government,Growing
725,Future Analytics,Startup,Healthcare,Growing
726,NextGen Technologies,Large,Finance,Growing
727,Future Solutions,Small,Finance,Emerging
728,Future Solutions,Medium,Education,Growing
729,Future Solutions,Medium,Agriculture,Emerging
730,NextGen Technologies,Large,Energy,Growing
731,Prime Technologies,Medium,Energy,Growing
732,Prime Analytics,Large,Retail,Growing
733,NextGen Technologies,Large,Tech,Emerging
734,Future Solutions,Startup,Healthcare,Emerging
735,Future Technologies,Enterprise,Education,Growing
736,Prime Systems,Small,Tech,Emerging
737,Future Systems,Medium,Agriculture,Emerging
738,NextGen Solutions,Startup,Government,Growing
739,Prime Solutions,Large,Education,Emerging
740,NextGen Analytics,Large,Agriculture,Emerging
741,NextGen Technologies,Startup,Manufacturing,Growing
742,NextGen Analytics,Medium,Energy,Growing
743,NextGen Systems,Startup,Energy,Emerging
744,Future Technologies,Startup,Energy,Emerging
745,NextGen Analytics,Small,Tech,Emerging
746,Global Solutions,Startup,Healthcare,Emerging
747,Future Solutions,Small,Education,Growing
748,NextGen Systems,Medium,Government,Emerging
749,Prime Analytics,Medium,Tech,Growing
750,Global Technologies,Enterprise,Agriculture,Emerging
751,Future Analytics,Large,Agriculture,Emerging
752,NextGen Solutions,Large,Healthcare,Growing
753,Global Systems,Enterprise,Finance,Emerging
754,Global Analytics,Large,Government,Emerging
755,Global Technologies,Startup,Tech,Mature
756,Global Technologies,Medium,Manufacturing,Growing
757,Future Technologies,Enterprise,Education,Emerging
758,Prime Systems,Enterprise,Tech,Emerging
759,Global Solutions,Large,Retail,Growing
760,Prime Systems,Startup,Finance,Emerging
761,Prime Technologies,Enterprise,Education,Growing
762,Global Analytics,Small,Healthcare,Growing
763,NextGen Solutions,Enterprise,Energy,Emerging
764,NextGen Systems,Large,Energy,Emerging
765,Prime Solutions,Small,Tech,Growing
766,Global Systems,Enterprise,Finance,Mature
767,Prime Analytics,Enterprise,Healthcare,Growing
768,NextGen Solutions,Enterprise,Retail,Emerging
769,Future Solutions,Medium,Finance,Growing
770,Future Analytics,Small,Retail,Growing
771,Prime Analytics,Startup,Education,Growing
772,Future Systems,Large,Manufacturing,Emerging
773,NextGen Solutions,Small,Government,Emerging
774,Global Technologies,Enterprise,Finance,Growing
775,NextGen Technologies,Enterprise,Agriculture,Growing
776,Prime Systems,Large,Energy,Growing
777,NextGen Systems,Startup,Agriculture,Emerging
778,Prime Systems,Large,Tech,Growing
779,Prime Analytics,Startup,Energy,Growing
780,Future Analytics,Medium,Agriculture,Emerging
781,Prime Technologies,Medium,Manufacturing,Growing
782,NextGen Solutions,Startup,Healthcare,Growing
783,Global Solutions,Startup,Government,Growing
784,Prime Solutions,Startup,Energy,Growing
785,NextGen Technologies,Enterprise,Manufacturing,Emerging
786,Prime Analytics,Enterprise,Retail,Emerging
787,Future Solutions,Large,Healthcare,Emerging
788,Future Solutions,Startup,Tech,Growing
789,NextGen Solutions,Enterprise,Government,Growing
790,Future Systems,Enterprise,Manufacturing,Growing
791,Prime Solutions,Enterprise,Finance,Growing
792,NextGen Solutions,Startup,Education,Emerging
793,Global Technologies,Large,Healthcare,Growing
794,Future Systems,Enterprise,Education,Emerging
795,Global Analytics,Startup,Government,Emerging
796,Prime Analytics,Large,Agriculture,Growing
797,Global Systems,Medium,Manufacturing,Emerging
798,Future Solutions,Large,Government,Emerging
799,NextGen Technologies,Enterprise,Healthcare,Emerging
800,Future Solutions,Large,Energy,Growing
801,NextGen Solutions,Startup,Agriculture,Emerging
802,Global Technologies,Enterprise,Finance,Mature
803,NextGen Analytics,Large,Retail,Growing
804,Future Technologies,Startup,Finance,Growing
805,Future Technologies,Large,Agriculture,Emerging
806,NextGen Technologies,Startup,Tech,Mature
807,Global Systems,Medium,Tech,Emerging
808,Prime Systems,Small,Government,Emerging
809,NextGen Analytics,Enterprise,Manufacturing,Emerging
810,Global Systems,Startup,Energy,Emerging
811,Future Systems,Enterprise,Energy,Emerging
812,Prime Technologies,Medium,Energy,Emerging
813,Future Solutions,Startup,Manufacturing,Growing
814,Future Solutions,Enterprise,Energy,Growing
815,Prime Technologies,Enterprise,Agriculture,Emerging
816,Global Systems,Medium,Agriculture,Emerging
817,Global Technologies,Startup,Education,Emerging
818,NextGen Systems,Enterprise,Education,Emerging
819,Prime Analytics,Startup,Tech,Mature
820,NextGen Technologies,Small,Tech,Emerging
821,Prime Analytics,Large,Healthcare,Emerging
822,NextGen Solutions,Enterprise,Energy,Growing
823,Prime Technologies,Enterprise,Finance,Growing
824,Global Systems,Large,Education,Growing
825,Global Technologies,Startup,Energy,Growing
826,NextGen Solutions,Startup,Tech,Growing
827,Prime Analytics,Large,Tech,Emerging
828,NextGen Solutions,Startup,Education,Growing
829,Future Analytics,Startup,Energy,Emerging
830,Prime Systems,Startup,Government,Emerging
831,NextGen Systems,Medium,Tech,Growing
832,Prime Solutions,Enterprise,Finance,Emerging
833,Future Systems,Large,Healthcare,Growing
834,NextGen Systems,Enterprise,Healthcare,Growing
835,NextGen Analytics,Large,Tech,Mature
836,Prime Solutions,Small,Tech,Emerging
837,Global Solutions,Large,Energy,Growing
838,NextGen Solutions,Enterprise,Tech,Mature
839,NextGen Analytics,Startup,Retail,Growing
840,Future Solutions,Startup,Manufacturing,Emerging
841,Prime Analytics,Large,Education,Emerging
842,NextGen Analytics,Large,Education,Emerging
843,Prime Systems,Large,Agriculture,Growing
844,Global Analytics,Large,Agriculture,Emerging
845,Prime Solutions,Enterprise,Manufacturing,Growing
846,Future Solutions,Large,Retail,Emerging
847,Future Systems,Large,Finance,Emerging
848,Global Technologies,Small,Agriculture,Growing
849,Future Systems,Small,Government,Emerging
850,Global Solutions,Small,Energy,Emerging
851,Prime Analytics,Large,Retail,Emerging
852,Prime Analytics,Large,Energy,Growing
853,NextGen Analytics,Large,Education,Growing
854,NextGen Technologies,Medium,Finance,Growing
855,NextGen Solutions,Enterprise,Retail,Growing
856,Global Systems,Medium,Finance,Emerging
857,NextGen Analytics,Enterprise,Tech,Emerging
858,Global Solutions,Small,Government,Growing
859,Prime Analytics,Large,Finance,Emerging
860,NextGen Systems,Small,Agriculture,Growing
861,Global Systems,Medium,Retail,Growing
862,Prime Solutions,Large,Healthcare,Growing
863,Global Systems,Large,Tech,Growing
864,Prime Analytics,Enterprise,Education,Growing
865,Global Analytics,Enterprise,Manufacturing,Emerging
866,Future Systems,Startup,Finance,Growing
867,Prime Analytics,Startup,Finance,Emerging
868,Prime Technologies,Small,Energy,Growing
869,Future Systems,Startup,Education,Growing
870,NextGen Systems,Medium,Retail,Growing
871,NextGen Systems,Medium,Education,Growing
872,NextGen Solutions,Large,Finance,Mature
873,NextGen Solutions,Medium,Government,Growing
874,Prime Analytics,Large,Tech,Mature
875,Prime Technologies,Enterprise,Government,Growing
876,Prime Systems,Startup,Education,Emerging
877,Global Systems,Startup,Finance,Emerging
878,NextGen Technologies,Enterprise,Manufacturing,Growing
879,Prime Solutions,Small,Energy,Emerging
880,NextGen Systems,Small,Energy,Growing
881,Global Solutions,Small,Government,Emerging
882,Future Analytics,Medium,Agriculture,Growing
883,Global Systems,Small,Government,Growing
884,Prime Systems,Enterprise,Finance,Growing
885,Prime Analytics,Medium,Tech,Emerging
886,Prime Systems,Medium,Finance,Emerging
887,Global Solutions,Enterprise,Energy,Emerging
888,Future Analytics,Small,Government,Emerging
889,Prime Systems,Enterprise,Tech,Growing
890,NextGen Systems,Startup,Tech,Emerging
891,Future Systems,Startup,Manufacturing,Emerging
892,Global Solutions,Enterprise,Manufacturing,Emerging
893,Global Solutions,Startup,Finance,Growing
894,Prime Analytics,Medium,Manufacturing,Emerging
895,Global Analytics,Small,Government,Growing
896,NextGen Technologies,Large,Government,Emerging
897,Prime Analytics,Enterprise,Manufacturing,Emerging
898,Global Analytics,Medium,Education,Emerging
899,Prime Technologies,Small,Tech,Mature
900,Future Analytics,Startup,Tech,Emerging
901,Prime Solutions,Medium,Manufacturing,Emerging
902,NextGen Technologies,Large,Energy,Emerging
903,Global Technologies,Small,Energy,Growing
904,NextGen Systems,Medium,Healthcare,Emerging
905,Future Systems,Small,Healthcare,Growing
906,Prime Solutions,Medium,Education,Emerging
907,Future Systems,Large,Finance,Growing
908,Future Systems,Large,Energy,Emerging
909,Prime Analytics,Medium,Healthcare,Emerging
910,NextGen Technologies,Startup,Government,Emerging
911,Global Solutions,Large,Healthcare,Emerging
912,NextGen Systems,Medium,Finance,Mature
913,Global Technologies,Large,Manufacturing,Growing
914,Global Analytics,Medium,Tech,Mature
915,Prime Solutions,Enterprise,Healthcare,Growing
916,Prime Analytics,Small,Finance,Growing
917,Global Analytics,Enterprise,Government,Emerging
918,Prime Systems,Enterprise,Government,Emerging
919,NextGen Systems,Startup,Manufacturing,Growing
920,Prime Analytics,Small,Tech,Emerging
921,Future Analytics,Medium,Energy,Growing
922,Prime Analytics,Enterprise,Healthcare,Emerging
923,Future Analytics,Startup,Agriculture,Growing
924,Future Technologies,Enterprise,Energy,Growing
925,Prime Technologies,Small,Retail,Growing
926,Prime Technologies,Medium,Healthcare,Emerging
927,Prime Solutions,Medium,Healthcare,Growing
928,Global Analytics,Large,Education,Emerging
929,Prime Analytics,Large,Energy,Emerging
930,NextGen Technologies,Enterprise,Tech,Emerging
931,Future Technologies,Large,Education,Emerging
932,NextGen Analytics,Small,Tech,Mature
933,NextGen Systems,Startup,Tech,Mature
934,Global Systems,Startup,Manufacturing,Emerging
935,Global Analytics,Small,Retail,Growing
936,Global Technologies,Small,Government,Emerging
937,Future Systems,Enterprise,Finance,Emerging
938,Future Solutions,Large,Agriculture,Growing
939,NextGen Technologies,Large,Healthcare,Emerging
940,NextGen Solutions,Enterprise,Finance,Emerging
941,Prime Solutions,Medium,Energy,Emerging
942,NextGen Solutions,Small,Energy,Growing
943,Global Technologies,Startup,Education,Growing
944,Prime Systems,Small,Healthcare,Emerging
945,NextGen Analytics,Small,Government,Emerging
946,Global Solutions,Medium,Energy,Emerging
947,NextGen Systems,Large,Agriculture,Growing
948,Global Solutions,Small,Tech,Emerging
949,Future Technologies,Small,Tech,Growing
950,Future Solutions,Small,Manufacturing,Growing
951,Prime Solutions,Medium,Manufacturing,Growing
952,Prime Systems,Medium,Manufacturing,Growing
953,Prime Solutions,Small,Tech,Mature
954,NextGen Analytics,Startup,Government,Emerging
955,NextGen Systems,Medium,Energy,Growing
956,Global Solutions,Medium,Education,Growing
957,Global Systems,Enterprise,Education,Emerging
958,Global Systems,Large,Education,Emerging
959,Prime Solutions,Large,Finance,Growing
960,Prime Solutions,Small,Retail,Emerging
961,Prime Systems,Large,Manufacturing,Emerging
962,Future Analytics,Medium,Energy,Emerging
963,Global Technologies,Medium,Finance,Emerging
964,NextGen Solutions,Large,Agriculture,Growing
965,NextGen Analytics,Medium,Education,Growing
966,Future Solutions,Small,Finance,Growing
967,NextGen Analytics,Large,Retail,Emerging
968,Prime Systems,Medium,Energy,Growing
969,Prime Analytics,Startup,Healthcare,Growing
970,Prime Technologies,Startup,Government,Emerging
971,Prime Analytics,Enterprise,Government,Emerging
972,Future Systems,Small,Retail,Emerging
973,NextGen Solutions,Medium,Agriculture,Emerging
974,Global Analytics,Small,Energy,Growing
975,Future Technologies,Enterprise,Retail,Growing
976,Global Systems,Startup,Education,Emerging
977,NextGen Technologies,Medium,Tech,Mature
978,Future Systems,Enterprise,Retail,Emerging
979,Future Solutions,Enterprise,Agriculture,Emerging
980,NextGen Analytics,Small,Energy,Growing
981,Global Solutions,Large,Tech,Mature
982,Prime Technologies,Large,Tech,Emerging
983,Prime Solutions,Medium,Retail,Emerging
984,Future Analytics,Medium,Education,Growing
985,NextGen Technologies,Large,Retail,Emerging
986,Prime Technologies,Startup,Manufacturing,Emerging
987,Prime Technologies,Large,Finance,Growing
988,Global Analytics,Small,Retail,Emerging
989,NextGen Solutions,Enterprise,Manufacturing,Growing
990,Prime Systems,Enterprise,Energy,Emerging
991,Prime Systems,Medium,Manufacturing,Emerging
992,Prime Analytics,Medium,Manufacturing,Growing
993,NextGen Solutions,Large,Government,Emerging
994,Prime Systems,Small,Education,Growing
995,Future Systems,Medium,Tech,Growing
996,NextGen Analytics,Startup,Education,Growing
997,Future Technologies,Startup,Agriculture,Growing
998,NextGen Analytics,Medium,Tech,Growing
999,Global Analytics,Startup,Government,Growing
1000,NextGen Analytics,Small,Agriculture,Emerging
1001,NextGen Technologies,Medium,Retail,Growing
1002,NextGen Technologies,Medium,Government,Growing
1003,Prime Analytics,Startup,Energy,Emerging
1004,Global Technologies,Small,Tech,Growing
1005,NextGen Solutions,Small,Finance,Mature
1006,Prime Systems,Large,Finance,Growing
1007,NextGen Technologies,Medium,Energy,Emerging
1008,Future Systems,Large,Tech,Mature
1009,Global Solutions,Small,Energy,Growing
1010,Prime Technologies,Medium,Agriculture,Growing
1011,Global Solutions,Medium,Finance,Emerging
1012,Future Systems,Medium,Government,Emerging
1013,NextGen Systems,Startup,Tech,Growing
1014,Global Solutions,Large,Tech,Growing
1015,Prime Analytics,Small,Agriculture,Emerging
1016,Global Solutions,Small,Finance,Emerging
1017,Prime Solutions,Large,Healthcare,Emerging
1018,Future Analytics,Medium,Education,Emerging
1019,Prime Solutions,Large,Retail,Growing
1020,Prime Systems,Small,Healthcare,Growing
1021,Global Systems,Large,Agriculture,Emerging
1022,Future Systems,Startup,Energy,Growing
1023,Prime Technologies,Small,Agriculture,Emerging
1024,Prime Technologies,Startup,Finance,Emerging
1025,Future Technologies,Small,Government,Growing
1026,Future Analytics,Startup,Retail,Emerging
1027,Global Solutions,Large,Finance,Growing
1028,Prime Technologies,Enterprise,Tech,Emerging
1029,Future Solutions,Small,Energy,Growing
1030,NextGen Solutions,Enterprise,Finance,Growing
1031,Prime Systems,Startup,Healthcare,Emerging
1032,NextGen Analytics,Startup,Education,Emerging
1033,NextGen Solutions,Startup,Agriculture,Growing
1034,Future Technologies,Startup,Energy,Growing
1035,Future Technologies,Startup,Manufacturing,Growing
1036,NextGen Solutions,Large,Education,Growing
1037,Future Technologies,Small,Energy,Growing
1038,Global Analytics,Medium,Finance,Growing
1039,NextGen Technologies,Small,Energy,Emerging
1040,Prime Technologies,Large,Manufacturing,Growing
1041,Prime Technologies,Small,Tech,Emerging
1042,Prime Technologies,Startup,Agriculture,Growing
1043,NextGen Technologies,Small,Tech,Mature
1044,Global Technologies,Startup,Manufacturing,Emerging
1045,Future Solutions,Small,Tech,Growing
1046,NextGen Analytics,Startup,Tech,Emerging
1047,Future Solutions,Enterprise,Manufacturing,Growing
1048,NextGen Technologies,Enterprise,Healthcare,Growing
1049,NextGen Systems,Medium,Education,Emerging
1050,Prime Analytics,Enterprise,Finance,Mature
1051,NextGen Technologies,Startup,Education,Emerging
1052,Global Systems,Medium,Education,Growing
1053,NextGen Solutions,Medium,Finance,Mature
1054,Future Systems,Enterprise,Agriculture,Emerging
1055,Future Solutions,Startup,Education,Emerging
1056,Prime Solutions,Enterprise,Retail,Emerging
1057,Global Analytics,Small,Finance,Growing
1058,NextGen Technologies,Startup,Energy,Emerging
1059,Prime Technologies,Large,Agriculture,Emerging
1060,NextGen Analytics,Enterprise,Agriculture,Growing
1061,NextGen Systems,Medium,Retail,Emerging
1062,Global Systems,Large,Manufacturing,Growing
1063,Global Systems,Large,Energy,Emerging
1064,NextGen Solutions,Small,Agriculture,Growing
1065,NextGen Systems,Large,Healthcare,Growing
1066,Global Analytics,Small,Tech,Growing
1067,Future Analytics,Large,Retail,Growing
1068,Prime Solutions,Small,Education,Emerging
1069,Future Systems,Startup,Retail,Emerging
1070,Global Systems,Large,Retail,Growing
1071,Future Analytics,Enterprise,Retail,Growing
1072,Future Solutions,Medium,Agriculture,Growing
1073,Future Solutions,Large,Agriculture,Emerging
1074,Future Systems,Small,Agriculture,Growing
1075,NextGen Solutions,Startup,Government,Emerging
1076,Prime Systems,Medium,Tech,Growing
1077,Prime Analytics,Small,Education,Emerging
1078,NextGen Analytics,Enterprise,Manufacturing,Growing
1079,Global Technologies,Startup,Retail,Emerging
1080,NextGen Systems,Large,Tech,Mature
1081,Future Analytics,Medium,Healthcare,Growing
1082,Global Solutions,Small,Tech,Mature
1083,Global Analytics,Large,Healthcare,Growing
1084,NextGen Solutions,Medium,Finance,Emerging
1085,Global Solutions,Enterprise,Energy,Growing
1086,Global Analytics,Startup,Retail,Emerging
1087,Future Technologies,Enterprise,Finance,Mature
1088,NextGen Technologies,Large,Healthcare,Growing
1089,Global Systems,Small,Finance,Emerging
1090,Prime Technologies,Enterprise,Education,Emerging
1091,Prime Systems,Small,Retail,Growing
1092,NextGen Systems,Medium,Tech,Emerging
1093,Prime Solutions,Startup,Retail,Growing
1094,Prime Systems,Startup,Tech,Growing
1095,NextGen Solutions,Startup,Manufacturing,Emerging
1096,NextGen Technologies,Startup,Tech,Growing
1097,Future Analytics,Medium,Retail,Emerging
1098,Global Technologies,Enterprise,Tech,Mature
1099,Prime Solutions,Enterprise,Government,Emerging
1100,Prime Solutions,Startup,Tech,Mature
1101,Global Systems,Startup,Finance,Growing
1102,Prime Technologies,Startup,Government,Growing
1103,Global Technologies,Enterprise,Finance,Emerging
1104,Prime Analytics,Medium,Energy,Growing
1105,Global Technologies,Medium,Healthcare,Emerging
1106,Global Analytics,Small,Tech,Mature
1107,NextGen Solutions,Enterprise,Agriculture,Emerging
1108,NextGen Technologies,Large,Education,Growing
1109,NextGen Technologies,Medium,Agriculture,Emerging
1110,Prime Technologies,Large,Tech,Growing
1111,Future Systems,Startup,Government,Emerging
1112,NextGen Technologies,Small,Education,Emerging
1113,Future Systems,Small,Government,Growing
1114,Future Solutions,Enterprise,Tech,Mature
1115,NextGen Analytics,Large,Healthcare,Growing
1116,Prime Technologies,Medium,Tech,Emerging
1117,Future Technologies,Medium,Manufacturing,Growing
1118,NextGen Technologies,Medium,Tech,Growing
1119,NextGen Solutions,Small,Manufacturing,Growing
1120,Global Analytics,Medium,Retail,Growing
1121,NextGen Technologies,Enterprise,Tech,Mature
1122,NextGen Solutions,Small,Finance,Growing
1123,NextGen Technologies,Large,Tech,Mature
1124,Prime Systems,Enterprise,Agriculture,Emerging
1125,Future Solutions,Small,Tech,Mature
1126,Prime Analytics,Enterprise,Finance,Growing
1127,NextGen Technologies,Medium,Government,Emerging
1128,Future Analytics,Enterprise,Education,Emerging
1129,Prime Solutions,Enterprise,Healthcare,Emerging
1130,Prime Systems,Small,Agriculture,Growing
1131,NextGen Solutions,Large,Retail,Emerging
1132,Global Solutions,Large,Agriculture,Emerging
1133,Future Technologies,Enterprise,Tech,Mature
1134,Global Technologies,Enterprise,Retail,Emerging
1135,NextGen Solutions,Medium,Healthcare,Emerging
1136,Global Systems,Medium,Tech,Mature
1137,Prime Systems,Large,Finance,Emerging
1138,NextGen Analytics,Small,Retail,Growing
1139,NextGen Solutions,Startup,Tech,Mature
1140,Global Analytics,Large,Energy,Growing
1141,Prime Technologies,Small,Retail,Emerging
1142,Future Analytics,Startup,Finance,Mature
1143,NextGen Systems,Small,Retail,Growing
1144,Global Solutions,Enterprise,Government,Growing
1145,Future Technologies,Enterprise,Tech,Emerging
1146,Future Systems,Small,Finance,Growing
1147,NextGen Systems,Enterprise,Tech,Emerging
1148,Global Analytics,Startup,Healthcare,Emerging
1149,Future Solutions,Small,Agriculture,Growing
1150,Future Analytics,Startup,Energy,Growing
1151,Prime Analytics,Small,Education,Growing
1152,Future Analytics,Large,Tech,Growing
1153,Global Solutions,Small,Retail,Growing
1154,Global Solutions,Large,Finance,Mature
1155,Future Systems,Enterprise,Government,Emerging
1156,Global Systems,Medium,Tech,Growing
1157,Global Solutions,Small,Finance,Mature
1158,Prime Analytics,Enterprise,Tech,Mature
1159,NextGen Systems,Enterprise,Manufacturing,Growing
1160,Global Systems,Small,Tech,Mature
1161,Future Solutions,Medium,Tech,Growing
1162,NextGen Analytics,Small,Manufacturing,Emerging
1163,NextGen Solutions,Enterprise,Tech,Growing
1164,Prime Systems,Startup,Manufacturing,Emerging
1165,NextGen Solutions,Large,Education,Emerging
1166,Global Systems,Startup,Healthcare,Emerging
1167,Future Solutions,Startup,Tech,Mature
1168,Future Systems,Large,Tech,Growing
1169,Prime Systems,Enterprise,Manufacturing,Growing
1170,NextGen Systems,Startup,Government,Growing
1171,Global Technologies,Medium,Finance,Mature
1172,Global Analytics,Large,Manufacturing,Emerging
1173,Prime Systems,Medium,Finance,Growing
1174,Prime Analytics,Medium,Finance,Emerging
1175,NextGen Systems,Large,Tech,Emerging
1176,Global Systems,Medium,Healthcare,Emerging
1177,Future Systems,Medium,Education,Emerging
1178,NextGen Analytics,Startup,Finance,Mature
1179,Prime Solutions,Small,Finance,Emerging
1180,Future Analytics,Large,Healthcare,Emerging
1181,NextGen Solutions,Large,Finance,Growing
1182,Future Solutions,Medium,Tech,Mature
1183,Global Analytics,Enterprise,Healthcare,Emerging
1184,NextGen Analytics,Enterprise,Government,Emerging
1185,NextGen Technologies,Small,Energy,Growing
1186,Future Systems,Startup,Agriculture,Emerging
1187,Prime Technologies,Medium,Government,Emerging
1188,NextGen Systems,Small,Energy,Emerging
1189,Global Analytics,Medium,Retail,Emerging
1190,Future Solutions,Enterprise,Finance,Mature
1191,Global Analytics,Startup,Energy,Growing
1192,Prime Analytics,Startup,Healthcare,Emerging
1193,Future Solutions,Enterprise,Manufacturing,Emerging
1194,Future Systems,Small,Healthcare,Emerging
1195,Future Solutions,Medium,Healthcare,Emerging
1196,Prime Systems,Medium,Agriculture,Growing
1197,Global Analytics,Large,Government,Growing
1198,Prime Solutions,Large,Retail,Emerging
1199,Prime Systems,Medium,Government,Emerging
1200,Prime Analytics,Enterprise,Energy,Emerging
1201,Global Analytics,Large,Energy,Emerging
1202,Global Technologies,Startup,Tech,Growing
1203,Prime Analytics,Large,Finance,Growing
1204,Prime Solutions,Large,Government,Emerging
1205,Global Analytics,Medium,Energy,Emerging
1206,NextGen Solutions,Medium,Retail,Growing
1207,Global Analytics,Small,Tech,Emerging
1208,Global Solutions,Large,Government,Growing
1209,Prime Analytics,Small,Finance,Emerging
1210,Future Solutions,Startup,Agriculture,Emerging
1211,Global Systems,Medium,Healthcare,Growing
1212,NextGen Analytics,Medium,Retail,Emerging
1213,NextGen Solutions,Small,Finance,Emerging
1214,Prime Solutions,Enterprise,Manufacturing,Emerging
1215,Future Analytics,Large,Finance,Emerging
1216,Prime Solutions,Large,Tech,Mature
1217,Global Technologies,Large,Finance,Mature
1218,Future Systems,Small,Energy,Emerging
1219,Global Systems,Small,Finance,Growing
1220,Global Analytics,Startup,Manufacturing,Emerging
1221,Prime Technologies,Medium,Finance,Emerging
1222,Global Systems,Large,Finance,Emerging
1223,Prime Technologies,Enterprise,Agriculture,Growing
1224,Future Analytics,Medium,Finance,Mature
1225,NextGen Technologies,Enterprise,Education,Emerging
1226,Global Technologies,Enterprise,Energy,Growing
1227,Future Analytics,Medium,Retail,Growing
1228,Future Technologies,Small,Tech,Emerging
1229,Prime Systems,Large,Agriculture,Emerging
1230,Global Analytics,Small,Agriculture,Growing
